EXOPLANET CANDIDATE RANKING — PHASE 9 FINAL OUTPUT
============================================================

Total candidates evaluated: 1979
HIGH confidence (score ≥ 0.80): 1112
MEDIUM confidence (0.50–0.79):  90
LOW / False Positives:          777

Rank   Cand. Index    Score        Tier       Agreement
1480   1358           0.1085       LOW        2/5
1481   1565           0.1085       LOW        2/5
1482   756            0.1085       LOW        2/5
1483   1024           0.1085       LOW        2/5
1484   1385           0.1085       LOW        2/5
1485   1415           0.1085       LOW        2/5
1486   1393           0.1085       LOW        2/5
1487   1346           0.1085       LOW        2/5
1488   1492           0.1085       LOW        2/5
1489   1329           0.1085       LOW        2/5
1490   1195           0.1085       LOW        2/5
1491   976            0.1085       LOW        2/5
1492   1812           0.1085       LOW        2/5
1493   1650           0.1085       LOW        2/5
1494   1612           0.1085       LOW        2/5
1495   1401           0.1085       LOW        2/5
1496   1715           0.1085       LOW        2/5
1497   1562           0.1085       LOW        2/5
1498   1837           0.1085       LOW        2/5
1499   1553           0.1085       LOW        2/5
1500   1026           0.1085       LOW        2/5
1501   1342           0.1085       LOW        2/5
1502   1067           0.1085       LOW        2/5
1503   1076           0.1085       LOW        2/5
1504   1156           0.1085       LOW        2/5
1505   1182           0.1085       LOW        2/5
1506   1838           0.1085       LOW        2/5
1507   7              0.1085       LOW        2/5
1508   1874           0.1085       LOW        2/5
1509   986            0.1085       LOW        2/5
1510   1872           0.1085       LOW        2/5
1511   1324           0.1085       LOW        2/5
1512   1084           0.1085       LOW        2/5
1513   1010           0.1085       LOW        2/5
1514   1164           0.1085       LOW        2/5
1515   1719           0.1085       LOW        2/5
1516   1080           0.1085       LOW        2/5
1517   1181           0.1085       LOW        2/5
1518   981            0.1085       LOW        2/5
1519   1706           0.1085       LOW        2/5
1520   1777           0.1085       LOW        2/5
1521   1785           0.1085       LOW        2/5
1522   1498           0.1085       LOW        2/5
1523   104            0.1085       LOW        2/5
1524   1759           0.1085       LOW        2/5
1525   1852           0.1085       LOW        2/5
1526   951            0.1085       LOW        2/5
1527   1327           0.1085       LOW        2/5
1528   919            0.0879       LOW        1/5
1529   1049           0.0820       LOW        1/5
1530   1244           0.0804       LOW        1/5
1531   1516           0.0788       LOW        1/5
1532   1405           0.0785       LOW        1/5
1533   851            0.0733       LOW        1/5
1534   983            0.0709       LOW        1/5
1535   1902           0.0594       LOW        1/5
1536   363            0.0582       LOW        1/5
1537   1869           0.0549       LOW        1/5
1538   1571           0.0528       LOW        1/5
1539   1596           0.0528       LOW        1/5
1540   1430           0.0525       LOW        1/5
1541   1099           0.0522       LOW        1/5
1542   1269           0.0520       LOW        1/5
1543   1222           0.0519       LOW        1/5
1544   1314           0.0519       LOW        1/5
1545   1663           0.0519       LOW        1/5
1546   1003           0.0517       LOW        1/5
1547   1883           0.0517       LOW        1/5
1548   41             0.0517       LOW        1/5
1549   1535           0.0517       LOW        1/5
1550   1579           0.0517       LOW        1/5
1551   179            0.0517       LOW        1/5
1552   1513           0.0517       LOW        1/5
1553   1074           0.0517       LOW        1/5
1554   1502           0.0517       LOW        1/5
1555   1059           0.0517       LOW        1/5
1556   1338           0.0517       LOW        1/5
1557   1345           0.0517       LOW        1/5
1558   1370           0.0517       LOW        1/5
1559   1776           0.0517       LOW        1/5
1560   1685           0.0517       LOW        1/5
1561   135            0.0517       LOW        1/5
1562   1798           0.0517       LOW        1/5
1563   887            0.0517       LOW        1/5
1564   1125           0.0517       LOW        1/5
1565   1545           0.0517       LOW        1/5
1566   26             0.0517       LOW        1/5
1567   1359           0.0517       LOW        1/5
1568   271            0.0389       LOW        1/5
1569   1400           0.0381       LOW        0/5
1570   233            0.0373       LOW        1/5
1571   262            0.0345       LOW        1/5
1572   112            0.0338       LOW        1/5
1573   1617           0.0321       LOW        1/5
1574   1543           0.0320       LOW        1/5
1575   1190           0.0319       LOW        1/5
1576   28             0.0314       LOW        1/5
1577   880            0.0312       LOW        1/5
1578   882            0.0305       LOW        1/5
1579   1189           0.0305       LOW        1/5
1580   8              0.0304       LOW        1/5
1581   1524           0.0303       LOW        1/5
1582   1429           0.0302       LOW        1/5
1583   1656           0.0302       LOW        1/5
1584   393            0.0302       LOW        1/5
1585   869            0.0301       LOW        1/5
1586   953            0.0301       LOW        1/5
1587   1349           0.0301       LOW        1/5
1588   1451           0.0301       LOW        1/5
1589   1903           0.0301       LOW        1/5
1590   520            0.0301       LOW        1/5
1591   874            0.0301       LOW        1/5
1592   1279           0.0301       LOW        1/5
1593   1191           0.0301       LOW        1/5
1594   1098           0.0301       LOW        1/5
1595   1559           0.0301       LOW        1/5
1596   1053           0.0301       LOW        1/5
1597   1094           0.0301       LOW        1/5
1598   637            0.0301       LOW        1/5
1599   1379           0.0301       LOW        1/5
1600   917            0.0301       LOW        1/5
1601   1250           0.0301       LOW        1/5
1602   1637           0.0301       LOW        1/5
1603   1372           0.0301       LOW        1/5
1604   957            0.0301       LOW        1/5
1605   1601           0.0301       LOW        1/5
1606   1623           0.0301       LOW        1/5
1607   1615           0.0301       LOW        1/5
1608   1227           0.0301       LOW        1/5
1609   1465           0.0301       LOW        1/5
1610   1635           0.0301       LOW        1/5
1611   1208           0.0301       LOW        1/5
1612   322            0.0301       LOW        1/5
1613   1360           0.0301       LOW        1/5
1614   1608           0.0301       LOW        1/5
1615   1081           0.0301       LOW        1/5
1616   1311           0.0301       LOW        1/5
1617   1001           0.0301       LOW        1/5
1618   1034           0.0301       LOW        1/5
1619   206            0.0301       LOW        1/5
1620   67             0.0301       LOW        1/5
1621   1727           0.0301       LOW        1/5
1622   497            0.0043       LOW        0/5
1623   1946           0.0036       LOW        0/5
1624   1463           0.0029       LOW        0/5
1625   1692           0.0013       LOW        0/5
1626   1503           0.0001       LOW        0/5
1627   1085           0.0001       LOW        0/5
1628   1251           0.0001       LOW        0/5
1629   1918           0.0001       LOW        0/5
1630   956            0.0001       LOW        0/5
1631   42             0.0000       LOW        0/5
1632   1028           0.0000       LOW        0/5
1633   1941           0.0000       LOW        0/5
1634   1431           0.0000       LOW        0/5
1635   1261           0.0000       LOW        0/5
1636   1363           0.0000       LOW        0/5
1637   1435           0.0000       LOW        0/5
1638   972            0.0000       LOW        0/5
1639   1257           0.0000       LOW        0/5
1640   945            0.0000       LOW        0/5
1641   1061           0.0000       LOW        0/5
1642   1265           0.0000       LOW        0/5
1643   1384           0.0000       LOW        0/5
1644   1173           0.0000       LOW        0/5
1645   1291           0.0000       LOW        0/5
1646   1881           0.0000       LOW        0/5
1647   1041           0.0000       LOW        0/5
1648   1972           0.0000       LOW        0/5
1649   1252           0.0000       LOW        0/5
1650   1963           0.0000       LOW        0/5
1651   1540           0.0000       LOW        0/5
1652   1489           0.0000       LOW        0/5
1653   1973           0.0000       LOW        0/5
1654   1814           0.0000       LOW        0/5
1655   1031           0.0000       LOW        0/5
1656   1912           0.0000       LOW        0/5
1657   1285           0.0000       LOW        0/5
1658   1296           0.0000       LOW        0/5
1659   694            0.0000       LOW        0/5
1660   1123           0.0000       LOW        0/5
1661   1328           0.0000       LOW        0/5
1662   1138           0.0000       LOW        0/5
1663   1005           0.0000       LOW        0/5
1664   1277           0.0000       LOW        0/5
1665   968            0.0000       LOW        0/5
1666   1511           0.0000       LOW        0/5
1667   648            0.0000       LOW        0/5
1668   971            0.0000       LOW        0/5
1669   1879           0.0000       LOW        0/5
1670   944            0.0000       LOW        0/5
1671   1536           0.0000       LOW        0/5
1672   1140           0.0000       LOW        0/5
1673   998            0.0000       LOW        0/5
1674   1294           0.0000       LOW        0/5
1675   1392           0.0000       LOW        0/5
1676   1508           0.0000       LOW        0/5
1677   382            0.0000       LOW        0/5
1678   1276           0.0000       LOW        0/5
1679   1087           0.0000       LOW        0/5
1680   1309           0.0000       LOW        0/5
1681   1107           0.0000       LOW        0/5
1682   1268           0.0000       LOW        0/5
1683   1789           0.0000       LOW        0/5
1684   1000           0.0000       LOW        0/5
1685   1566           0.0000       LOW        0/5
1686   1193           0.0000       LOW        0/5
1687   1088           0.0000       LOW        0/5
1688   1254           0.0000       LOW        0/5
1689   1552           0.0000       LOW        0/5
1690   979            0.0000       LOW        0/5
1691   1394           0.0000       LOW        0/5
1692   1343           0.0000       LOW        0/5
1693   1966           0.0000       LOW        0/5
1694   1212           0.0000       LOW        0/5
1695   1594           0.0000       LOW        0/5
1696   1326           0.0000       LOW        0/5
1697   1341           0.0000       LOW        0/5
1698   1898           0.0000       LOW        0/5
1699   1304           0.0000       LOW        0/5
1700   1207           0.0000       LOW        0/5
1701   1162           0.0000       LOW        0/5
1702   1375           0.0000       LOW        0/5
1703   1287           0.0000       LOW        0/5
1704   536            0.0000       LOW        0/5
1705   1423           0.0000       LOW        0/5
1706   1424           0.0000       LOW        0/5
1707   990            0.0000       LOW        0/5
1708   1040           0.0000       LOW        0/5
1709   478            0.0000       LOW        0/5
1710   1365           0.0000       LOW        0/5
1711   1197           0.0000       LOW        0/5
1712   1932           0.0000       LOW        0/5
1713   1634           0.0000       LOW        0/5
1714   1666           0.0000       LOW        0/5
1715   1167           0.0000       LOW        0/5
1716   1899           0.0000       LOW        0/5
1717   1179           0.0000       LOW        0/5
1718   1875           0.0000       LOW        0/5
1719   1564           0.0000       LOW        0/5
1720   1280           0.0000       LOW        0/5
1721   1262           0.0000       LOW        0/5
1722   1086           0.0000       LOW        0/5
1723   1936           0.0000       LOW        0/5
1724   1050           0.0000       LOW        0/5
1725   1169           0.0000       LOW        0/5
1726   900            0.0000       LOW        0/5
1727   1106           0.0000       LOW        0/5
1728   1943           0.0000       LOW        0/5
1729   1044           0.0000       LOW        0/5
1730   1647           0.0000       LOW        0/5
1731   1408           0.0000       LOW        0/5
1732   1109           0.0000       LOW        0/5
1733   1117           0.0000       LOW        0/5
1734   1194           0.0000       LOW        0/5
1735   1127           0.0000       LOW        0/5
1736   1390           0.0000       LOW        0/5
1737   1404           0.0000       LOW        0/5
1738   1361           0.0000       LOW        0/5
1739   1840           0.0000       LOW        0/5
1740   1356           0.0000       LOW        0/5
1741   1185           0.0000       LOW        0/5
1742   1238           0.0000       LOW        0/5
1743   1142           0.0000       LOW        0/5
1744   1273           0.0000       LOW        0/5
1745   1286           0.0000       LOW        0/5
1746   1255           0.0000       LOW        0/5
1747   794            0.0000       LOW        0/5
1748   1739           0.0000       LOW        0/5
1749   772            0.0000       LOW        0/5
1750   1624           0.0000       LOW        0/5
1751   1625           0.0000       LOW        0/5
1752   732            0.0000       LOW        0/5
1753   743            0.0000       LOW        0/5
1754   1501           0.0000       LOW        0/5
1755   1549           0.0000       LOW        0/5
1756   1595           0.0000       LOW        0/5
1757   1978           0.0000       LOW        0/5
1758   1090           0.0000       LOW        0/5
1759   1095           0.0000       LOW        0/5
1760   1096           0.0000       LOW        0/5
1761   1097           0.0000       LOW        0/5
1762   1100           0.0000       LOW        0/5
1763   1101           0.0000       LOW        0/5
1764   448            0.0000       LOW        0/5
1765   1071           0.0000       LOW        0/5
1766   1072           0.0000       LOW        0/5
1767   1497           0.0000       LOW        0/5
1768   1955           0.0000       LOW        0/5
1769   1249           0.0000       LOW        0/5
1770   1253           0.0000       LOW        0/5
1771   1288           0.0000       LOW        0/5
1772   1289           0.0000       LOW        0/5
1773   1290           0.0000       LOW        0/5
1774   1259           0.0000       LOW        0/5
1775   1260           0.0000       LOW        0/5
1776   1263           0.0000       LOW        0/5
1777   1264           0.0000       LOW        0/5
1778   1301           0.0000       LOW        0/5
1779   1302           0.0000       LOW        0/5
1780   1306           0.0000       LOW        0/5
1781   1307           0.0000       LOW        0/5
1782   1308           0.0000       LOW        0/5
1783   1275           0.0000       LOW        0/5
1784   1278           0.0000       LOW        0/5
1785   1282           0.0000       LOW        0/5
1786   1284           0.0000       LOW        0/5
1787   1297           0.0000       LOW        0/5
1788   1299           0.0000       LOW        0/5
1789   1008           0.0000       LOW        0/5
1790   1011           0.0000       LOW        0/5
1791   1014           0.0000       LOW        0/5
1792   1015           0.0000       LOW        0/5
1793   1017           0.0000       LOW        0/5
1794   1019           0.0000       LOW        0/5
1795   1020           0.0000       LOW        0/5
1796   987            0.0000       LOW        0/5
1797   988            0.0000       LOW        0/5
1798   991            0.0000       LOW        0/5
1799   1313           0.0000       LOW        0/5
1800   1315           0.0000       LOW        0/5
1801   1316           0.0000       LOW        0/5
1802   1317           0.0000       LOW        0/5
1803   1318           0.0000       LOW        0/5
1804   1319           0.0000       LOW        0/5
1805   1323           0.0000       LOW        0/5
1806   1882           0.0000       LOW        0/5
1807   1888           0.0000       LOW        0/5
1808   1889           0.0000       LOW        0/5
1809   1893           0.0000       LOW        0/5
1810   1069           0.0000       LOW        0/5
1811   1133           0.0000       LOW        0/5
1812   1134           0.0000       LOW        0/5
1813   1137           0.0000       LOW        0/5
1814   1141           0.0000       LOW        0/5
1815   1030           0.0000       LOW        0/5
1816   1033           0.0000       LOW        0/5
1817   1035           0.0000       LOW        0/5
1818   1036           0.0000       LOW        0/5
1819   1037           0.0000       LOW        0/5
1820   511            0.0000       LOW        0/5
1821   1267           0.0000       LOW        0/5
1822   1240           0.0000       LOW        0/5
1823   1241           0.0000       LOW        0/5
1824   1242           0.0000       LOW        0/5
1825   1243           0.0000       LOW        0/5
1826   1245           0.0000       LOW        0/5
1827   1247           0.0000       LOW        0/5
1828   1143           0.0000       LOW        0/5
1829   1146           0.0000       LOW        0/5
1830   1152           0.0000       LOW        0/5
1831   1120           0.0000       LOW        0/5
1832   1121           0.0000       LOW        0/5
1833   1295           0.0000       LOW        0/5
1834   980            0.0000       LOW        0/5
1835   1904           0.0000       LOW        0/5
1836   1330           0.0000       LOW        0/5
1837   1331           0.0000       LOW        0/5
1838   1332           0.0000       LOW        0/5
1839   1334           0.0000       LOW        0/5
1840   1339           0.0000       LOW        0/5
1841   1340           0.0000       LOW        0/5
1842   1347           0.0000       LOW        0/5
1843   1348           0.0000       LOW        0/5
1844   999            0.0000       LOW        0/5
1845   1002           0.0000       LOW        0/5
1846   969            0.0000       LOW        0/5
1847   1183           0.0000       LOW        0/5
1848   1186           0.0000       LOW        0/5
1849   1155           0.0000       LOW        0/5
1850   1160           0.0000       LOW        0/5
1851   1163           0.0000       LOW        0/5
1852   1165           0.0000       LOW        0/5
1853   1166           0.0000       LOW        0/5
1854   1209           0.0000       LOW        0/5
1855   1210           0.0000       LOW        0/5
1856   1659           0.0000       LOW        0/5
1857   1661           0.0000       LOW        0/5
1858   1871           0.0000       LOW        0/5
1859   1022           0.0000       LOW        0/5
1860   970            0.0000       LOW        0/5
1861   975            0.0000       LOW        0/5
1862   977            0.0000       LOW        0/5
1863   1357           0.0000       LOW        0/5
1864   1362           0.0000       LOW        0/5
1865   1364           0.0000       LOW        0/5
1866   1366           0.0000       LOW        0/5
1867   1367           0.0000       LOW        0/5
1868   1373           0.0000       LOW        0/5
1869   1374           0.0000       LOW        0/5
1870   425            0.0000       LOW        0/5
1871   1820           0.0000       LOW        0/5
1872   1826           0.0000       LOW        0/5
1873   1128           0.0000       LOW        0/5
1874   1082           0.0000       LOW        0/5
1875   470            0.0000       LOW        0/5
1876   1054           0.0000       LOW        0/5
1877   1055           0.0000       LOW        0/5
1878   1057           0.0000       LOW        0/5
1879   1058           0.0000       LOW        0/5
1880   1062           0.0000       LOW        0/5
1881   1064           0.0000       LOW        0/5
1882   1386           0.0000       LOW        0/5
1883   1388           0.0000       LOW        0/5
1884   1877           0.0000       LOW        0/5
1885   1229           0.0000       LOW        0/5
1886   1230           0.0000       LOW        0/5
1887   1231           0.0000       LOW        0/5
1888   1232           0.0000       LOW        0/5
1889   1233           0.0000       LOW        0/5
1890   1235           0.0000       LOW        0/5
1891   1124           0.0000       LOW        0/5
1892   1177           0.0000       LOW        0/5
1893   1178           0.0000       LOW        0/5
1894   1180           0.0000       LOW        0/5
1895   1389           0.0000       LOW        0/5
1896   982            0.0000       LOW        0/5
1897   556            0.0000       LOW        0/5
1898   1603           0.0000       LOW        0/5
1899   954            0.0000       LOW        0/5
1900   963            0.0000       LOW        0/5
1901   1395           0.0000       LOW        0/5
1902   1396           0.0000       LOW        0/5
1903   1397           0.0000       LOW        0/5
1904   1398           0.0000       LOW        0/5
1905   1399           0.0000       LOW        0/5
1906   1402           0.0000       LOW        0/5
1907   1376           0.0000       LOW        0/5
1908   1378           0.0000       LOW        0/5
1909   1380           0.0000       LOW        0/5
1910   1381           0.0000       LOW        0/5
1911   1383           0.0000       LOW        0/5
1912   1432           0.0000       LOW        0/5
1913   1411           0.0000       LOW        0/5
1914   1414           0.0000       LOW        0/5
1915   1913           0.0000       LOW        0/5
1916   1914           0.0000       LOW        0/5
1917   1923           0.0000       LOW        0/5
1918   1927           0.0000       LOW        0/5
1919   1469           0.0000       LOW        0/5
1920   1473           0.0000       LOW        0/5
1921   1455           0.0000       LOW        0/5
1922   1457           0.0000       LOW        0/5
1923   964            0.0000       LOW        0/5
1924   965            0.0000       LOW        0/5
1925   1787           0.0000       LOW        0/5
1926   1794           0.0000       LOW        0/5
1927   950            0.0000       LOW        0/5
1928   1073           0.0000       LOW        0/5
1929   1078           0.0000       LOW        0/5
1930   1079           0.0000       LOW        0/5
1931   1135           0.0000       LOW        0/5
1932   1047           0.0000       LOW        0/5
1933   1215           0.0000       LOW        0/5
1934   1216           0.0000       LOW        0/5
1935   1218           0.0000       LOW        0/5
1936   1192           0.0000       LOW        0/5
1937   1200           0.0000       LOW        0/5
1938   1201           0.0000       LOW        0/5
1939   1202           0.0000       LOW        0/5
1940   1203           0.0000       LOW        0/5
1941   1205           0.0000       LOW        0/5
1942   1172           0.0000       LOW        0/5
1943   1136           0.0000       LOW        0/5
1944   413            0.0000       LOW        0/5
1945   1104           0.0000       LOW        0/5
1946   1105           0.0000       LOW        0/5
1947   1110           0.0000       LOW        0/5
1948   1111           0.0000       LOW        0/5
1949   1118           0.0000       LOW        0/5
1950   1119           0.0000       LOW        0/5
1951   952            0.0000       LOW        0/5
1952   1495           0.0000       LOW        0/5
1953   931            0.0000       LOW        0/5
1954   677            0.0000       LOW        0/5
1955   1174           0.0000       LOW        0/5
1956   1175           0.0000       LOW        0/5
1957   1176           0.0000       LOW        0/5
1958   1070           0.0000       LOW        0/5
1959   1039           0.0000       LOW        0/5
1960   1042           0.0000       LOW        0/5
1961   1043           0.0000       LOW        0/5
1962   1046           0.0000       LOW        0/5
1963   949            0.0000       LOW        0/5
1964   1512           0.0000       LOW        0/5
1965   1726           0.0000       LOW        0/5
1966   608            0.0000       LOW        0/5
1967   808            0.0000       LOW        0/5
1968   1515           0.0000       LOW        0/5
1969   1678           0.0000       LOW        0/5
1970   1682           0.0000       LOW        0/5
1971   779            0.0000       LOW        0/5
1972   70             0.0000       LOW        0/5
1973   24             0.0000       LOW        0/5
1974   1961           0.0000       LOW        0/5
1975   1541           0.0000       LOW        0/5
1976   1544           0.0000       LOW        0/5
1977   1975           0.0000       LOW        0/5
1978   1948           0.0000       LOW        0/5
1979   1951           0.0000       LOW        0/5
